doi,halId,is_paratext,suspicious_journal,hal_domain,df_data_traite,title,author_count,published_date,published_year,journal_name,journal_issns,publisher,hal_coverage,hal_submittedDate,hal_location,hal_openAccess_bool,hal_licence,hal_selfArchiving,hal_docType,hal_shsdomain,hal_infodomain,genre,upw_coverage,oa_status,journal_issn_l,upw_location,version,licence
,hal-01188209,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01194465,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01213548,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01219222,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01220526,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01221384,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01226350,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01241177,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01241194,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01242206,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01245453,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01245455,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01245459,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01248567,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01263192,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01274934,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01274986,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01275009,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01275040,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01275068,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01275083,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01276772,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01295465,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01295476,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01300649,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01315220,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01315242,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01324053,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01324078,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01329306,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01341181,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01341194,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01346847,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347157,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347179,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347228,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347252,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347325,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347499,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01347580,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01356246,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01358228,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01361440,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01363682,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01364087,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01373799,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01389060,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01389076,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01402727,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404359,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404360,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404361,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404362,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404363,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404364,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404365,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404366,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404367,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404368,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404369,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404370,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404371,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404372,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404373,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404374,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404375,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404376,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404377,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404378,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404379,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404380,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404382,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404383,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404440,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404441,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404442,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404443,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404444,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404445,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01404446,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01409618,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01409714,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01412287,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01414019,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01414063,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01414080,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01414239,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01419363,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01428653,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01428779,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01459043,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01483440,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01483443,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01488320,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01491479,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01493219,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01493297,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01493299,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01501170,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01502105,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01502443,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01502814,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01505442,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01505443,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01505444,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01505446,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01508973,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01508976,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01509173,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01516782,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01516784,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01516785,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01516813,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518090,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518091,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518092,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518094,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518095,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518096,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518097,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518098,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518175,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518176,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518177,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518178,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518180,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518311,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01518312,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01519893,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01520075,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01520076,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01520077,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01520078,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521471,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521484,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521485,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521486,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521497,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521499,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521507,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521508,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521509,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521510,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521511,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521512,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521513,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521514,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521515,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521516,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521517,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521520,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521521,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521549,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521552,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521554,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01521555,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01529292,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01533246,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01533255,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01535908,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01535997,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01536204,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01541120,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01542934,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01545627,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01545632,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01552932,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01555295,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560019,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560039,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560048,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560105,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560138,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560163,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01560172,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561162,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561242,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561340,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561360,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561382,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561405,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561432,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561455,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561579,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561625,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561723,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561759,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561772,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561784,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561799,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01561808,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01563964,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01564466,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01564489,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01564787,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01566456,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01566474,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01566645,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01566792,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01566980,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578016,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578017,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578696,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578697,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578698,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578699,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01578700,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01579455,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01585308,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01585326,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01586746,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01586771,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01590591,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01590961,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01598512,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01598569,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599326,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599328,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599331,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599341,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599398,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599413,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599415,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01599526,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01612777,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01612786,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01612792,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01623820,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01625607,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01625955,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01625956,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01626057,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01640585,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01640639,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01653048,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01674139,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01691035,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01698958,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01735431,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01735451,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01735452,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01735453,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01745133,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01812149,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01812771,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01817052,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01826309,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01826345,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01826352,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01826891,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01846886,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01847696,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01854402,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01868782,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878779,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878786,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878790,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878909,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878926,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878938,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878947,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01878986,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879561,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879570,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879780,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879781,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879784,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879786,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879788,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879789,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879790,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879791,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879792,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879793,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879794,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879795,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879803,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879805,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879806,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879807,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879808,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879809,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879810,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879811,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879812,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879814,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879815,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879816,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879817,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01879818,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01880405,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01882685,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01886245,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01886248,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01887504,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01888121,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01890090,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01890256,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01891025,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01894636,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01895401,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01906640,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01907489,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01913383,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01916562,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01931440,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01935153,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01935161,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01946755,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01952651,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01961097,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01961113,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01963014,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01967270,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01968627,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972376,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972758,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972764,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972765,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972767,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972769,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01972772,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01973453,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01973489,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01977551,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01983492,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02011814,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02013767,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02013783,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02016745,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02016748,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02016753,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02020426,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02044920,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02044924,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02044985,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02044993,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02045001,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02045006,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02047576,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02047719,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02053994,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02068612,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02068666,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02068673,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02068684,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02068689,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02102493,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02103993,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02103994,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02103996,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02103997,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02103999,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104000,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104001,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104002,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104003,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104005,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104006,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104007,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104008,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104009,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104059,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104060,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104061,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104062,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104063,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104064,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104065,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104066,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104067,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104068,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104072,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104073,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104249,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104250,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104251,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104253,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104254,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104255,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104256,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104257,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104258,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104259,,,,False,,,,,,,,,,,,,,,,,,,,,,,
