openAccess_bool,domain_s,title_s,journalTitle_s,journalPublisher_s,journalEissn_s,authFullName_s,halId_s,submitType_s,docType_s,selfArchiving_bool,doiId_s,submittedDate_s,publicationDate_s,publicationDateY_i,journalIssn_s,licence_s
True,"['0.shs', '1.shs.archi']","[""Urbanités et conquête de l'Ouest""]",Métropolitiques.eu,Métropolitiques,2114-5350,"['Jean-Michel Roux', 'Nicolas Tixier']",halshs-00703246,file,ART,True,,2012-06-01 12:05:19,2011-11-14,2011,2114-5350,
True,"['0.info', '0.info', '1.info.info-cv']",['Camera tracking by online learning of keypoint arrangements using LLAH in augmented reality applications'],Virtual Reality,Springer Verlag,1434-9957,"['Hideaki Uchiyama', 'Hideo Saito', 'Myriam Servières', 'Guillaume Moreau']",hal-01521143,file,ART,True,10.1007/s10055-010-0173-7,2017-05-11 15:58:27,2011-10,2011,1359-4338,
False,['0.info'],['Generic modeling of application and spatiotemporal data : application to the study of pedestrian behavior'],Intelligent decision technologies,IOS Press,1875-8843,"['Chamseddine Zaki', 'Elyès Zekri', 'Myriam Servières', 'Guillaume Moreau', 'Gérard Hégron']",hal-01521142,notice,ART,True,10.3233/IDT-2011-0113,2017-05-11 15:00:53,2011,2011,1872-4981,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']",['A Sonic Paradigm of Urban Ambiances'],Journal of Sonic Studies,Leiden University Press (LUP),,['Jean-Paul Thibaud'],hal-00980746,file,ART,True,,2015-02-06 15:32:45,2011-10,2011,2212-6252,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['Unterwegs in fremden Umgebungen. Ein praxeologischer Zugang zum Wayfinding von Fußgängern'],Raumforschung und Raumordnung,,,"['Rainer Kazig', 'Monika Popp']",hal-00978335,notice,ART,True,,2014-04-14 09:54:56,2011,2011,,
True,"['0.shs', '1.shs.archi']","[""Les enveloppes solaires de Ralph Knowles, ou les ambivalences d'un modèle de régulation des formes urbaines""]",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Daniel Siret'],halshs-00762720,file,ART,True,,2012-12-07 16:46:39,2011-11-22,2011,1779-5885,
False,"['0.phys', '1.phys.meca', '2.phys.meca.mefl']",['High resolution thermo-radiative modeling of an urban fragment in Marseilles city center during the UBL-ESCOMPTE campaign'],Building and Environment,Elsevier,,"['A. Henon', 'P.G. Mestayer', 'D. Groleau', 'J. Voogt']",hal-01145124,notice,ART,False,10.1016/j.buildenv.2011.02.001,2015-04-23 14:44:48,2011,2011,0360-1323,
True,"['0.shs', '1.shs.archi']",['Le bruit dans la ville : dix fragments pour une écologie sonore'],Place publique (Nantes),Nantes: Association Mémoire et débats,,['Pascal Amphoux'],hal-00995548,file,ART,False,,2017-06-19 11:51:56,2011,2011,1955-6020,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['The Sensory Fabric of Urban Ambiances'],Senses and Society,Taylor & Francis (Routledge),1745-8935,['Jean-Paul Thibaud'],hal-00978343,file,ART,False,,2017-07-10 17:56:14,2011,2011,1745-8927,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['Contribution to a phono-kinetic approach : An architectural experiment to design a public shelter'],SoundEffects,,,['Grégoire Chelkoff'],hal-00980736,notice,ART,False,,2014-04-18 16:41:40,2011,2011,,
False,"['0.shs', '1.shs.archi']","['Vidéo et architecture au-delà du décor cinématographique, une approche transdisciplinaire']",Oscillations,Association Oscillations,,['Guillaume Meigneux'],hal-00980739,notice,ART,False,,2014-04-18 16:42:01,2011,2011,2259-0730,
True,"['0.shs', '1.shs.archi']","[""L'atmosphère de la multitude""]","Faces, Journal d'architecture",Infolio éditions,,"['Olivier Balaÿ', 'Gilles Desèvedavy', 'Philippe Madec']",hal-00978322,file,ART,False,,2019-03-26 15:47:13,2011,2011,0258-6800,
True,"['0.shs', '1.shs.archi', '0.sde', '1.sde.es']",['PirVE AMBIOFLUX. Caractérisation interdisciplinaire et intersectorielle des attracteurs paysagers des ambiances piétonnes du quartier de Hautepierre à Strasbourg'],ESO Travaux et Documents,Espaces et SOciétés - UMR 6590,,"['Philippe Woloszyn', 'Eric Albisser', 'Sandrine Depeau', 'Thomas Leduc', 'Frédéric Luckel', 'Arnaud Piombini']",hal-01491479,file,ART,True,,2017-03-16 22:23:30,2011-05,2011,2117-931X,
False,"['0.spi', '1.spi.gciv', '2.spi.gciv.cd', '0.sde', '1.sde.ie']",['Microclimatic coupling as a solution to improve building energy simulation in an urban context'],Energy and Buildings,Elsevier,,"['Julien Bouyer', 'Marjorie Musy', 'Christian Inard']",hal-01870609,notice,ART,True,10.1016/j.enbuild.2011.02.010,2018-09-07 22:47:13,2011-07,2011,0378-7788,
True,"['0.shs', '1.shs.archi']","['Le couple témoin”, un film de William Klein']",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Nicolas Tixier'],hal-02870488,file,ART,False,,2020-06-16 17:12:56,2010,2010,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['La recherche sur les ambiances, récit d’un fondateur : Entretien avec Jean-Pierre Péneau']",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Jean-Pierre Péneau'],halshs-03204150,file,ART,False,,2021-04-22 09:23:32,2010,2010,0765-5991,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['Pour une conception modale des ambiances architecturales'],"Faces, Journal d'architecture",Infolio éditions,,['Grégoire Chelkoff'],halshs-00932872,file,ART,True,,2014-01-23 00:14:14,2010-03-03,2010,0258-6800,
False,"['0.phys', '1.phys.meca', '2.phys.meca.mefl']",['An application of the thermo-radiative model SOLENE for the evaluation of street canyon energy balance'],Building and Environment,Elsevier,,"['M. Idczak', 'D. Groleau', 'P.G. Mestayer', 'J.-M. Rosant', 'J.-F. Sini']",hal-01145095,notice,ART,False,10.1016/j.buildenv.2009.11.011,2015-04-23 14:44:29,2010,2010,0360-1323,
True,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi']",['Lighting Intention Materialization with a Light-Based Parametric Design Model'],International Journal of Architectural Computing,Multi-Science Publishing,,"['Vincent Tourre', 'Francis Miguet']",hal-01502786,file,ART,True,10.1260/1478-0771.8.4.507,2017-04-06 10:33:27,2010,2010,1478-0771,
True,"['0.shs', '1.shs.archi']",['Towards a praxiology of sound environment'],Sensory Studies - Sensorial Investigations,,,['Jean-Paul Thibaud'],hal-00980744,file,ART,False,,2017-07-10 18:04:20,2010,2010,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['La représentation des ambiances dans le projet d’architecture, Analyse comparative de deux approches des ambiances aux modes de représentation variés.']",Sociétés & Représentations,Publications de la Sorbonne,2104-404X,"['Céline Drozd', 'Virginie Meunier', 'Nathalie Simonnot', 'Gérard Hégron']",hal-01275009,file,ART,True,,2016-02-16 15:53:14,2010-12,2010,1262-2966,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi', '0.sde', '1.sde.es']",['Urban Soundmarks Psychophysical Geodimensioning: Towards Ambient Pointers Geosystemic computation'],Journal of Service Science and Management,Scientific Research Publishing (SCIRP),,"['Philippe Woloszyn', 'Thomas Leduc']",hal-01345710,file,ART,True,10.4236/jssm.2010.34049,2016-07-15 12:00:21,2010,2010,1940-9883,
False,['0.sdv'],['Permanent Genetic Resources added to Molecular Ecology Resources Database 1 June 2010 - 31 July 2010'],Molecular Ecology Resources,Wiley/Blackwell,1755-0998,"['Malvina Andris', 'Gudbjorg I. Aradottir', 'G. Arnau', 'Asta Audzijonyte', 'Emilie C. Bess', 'Francesco Bonadonna', 'G. Bourdel', 'Joël Bried', 'Gregory J. Bugbee', 'P. A. Burger', 'H. Chair', 'P. C. Charruau', 'A. Y. Ciampi', 'Laurent Costet', 'Paul J. Debarro', 'Hélène Delatte', 'Marie-Pierre Dubois', 'Mark D. B. Eldridge', 'Phillip R. England', 'D. Enkhbileg', 'B. Fartek', 'Michael G. Gardner', 'Karen-Ann Gray', 'Rasanthi M. Gunasekera', 'Steven J. Hanley', 'Nathan Havil', 'James P. Hereward', 'Shotaro Hirase', 'Yan Hong', 'Philippe Jarne', 'Qi Jianfei', 'Rebecca N. Johnson', 'Manami Kanno', 'Akihiro Kijima', 'Hyun C. Kim', 'Kwan S. Kim', 'Woo-Jin Kim', 'Elizabeth Larue', 'Jang W. Lee', 'Jeong-Ho Lee', 'Chunhong Li', 'Minghui Liao', 'Nathan Lo', 'Andrew J. Lowe', 'Thibaut Malausa', 'Pierre-Jean G. Malé', 'Michelle D. Marko', 'Jean-Francois Martin', 'Russell Messing', 'Karen J. Miller', 'Byeong-Wha Min', 'Jeong-In Myeong', 'Samuel Nibouche', 'Ann E. Noack', 'Jae K. Noh', 'Jérôme Orivel', 'Choul-Ji Park', 'D. Petro', 'Kittipath Prapayotin-Riveros', 'Angélique Quilichini', 'Bernard Reynaud', 'Cynthia Riginos', 'A. M. Risterucci', 'Harley A. Rose', 'I. Sampaio', 'K. Silbermayr', 'M. B. Silva', 'N. Tero', 'Ryan A. Thum', 'C. C. Vinson', 'Adam Vorsino', 'Charles R. Vossbrinck', 'C. Walzer', 'Jason C. White', 'Ania Wieczorek', 'Mark Wright']",hal-01094222,notice,ART,False,10.1111/j.1755-0998.2010.02916.x,2014-12-11 20:02:02,2010-11,2010,1755-098X,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.socio', '0.shs', '1.shs.archi']","[""La ville comme forme de la vie moderne L'étranger et le passant dans la philosophie de Georg Simmel""]",Cahiers philosophiques,Réseau Canopé,2264-2641,['Céline Bonicco-Donato'],hal-01501170,file,ART,True,,2017-04-03 21:24:58,2009,2009,0241-2799,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi', '0.shs', '1.shs.geo']",['Die Neuthematisierung der materiellen Welt in der Humangeographie'],Berichte zur deutschen Landeskunde,,,['Rainer Kazig'],hal-02558066,notice,ART,True,,2020-04-29 11:14:48,2009,2009,,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.socio']","['Rôle social, représentation et mauvaise foi chez Erving Goffman. Variations sur un thème sartrien']",Alter : revue de phénoménologie,Alter,,['Céline Bonicco-Donato'],hal-01493299,file,ART,True,,2017-03-24 08:59:30,2009,2009,1249-8947,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.info', '0.info', '1.info.info-cv']","[""Géolocalisation en milieu urbain par appariement entre une collection d'images et un SIG 2D""]",Revue des Sciences et Technologies de l'Information - Série ISI : Ingénierie des Systèmes d'Information,Lavoisier,1633-1311,"['Nicolas Bioret', 'Guillaume Moreau', 'Myriam Servières']",hal-01521145,file,ART,True,10.3166/isi.14.5.107-131,2017-05-11 15:55:28,2009,2009,1633-1311,
True,"['0.shs', '1.shs.archi']",['Musique à bord ! Transports collectifs et expression musicale.'],Les Cahiers du GERHICO,Universite de Poitiers,,['Damien Masson'],halshs-00441985,file,ART,True,,2009-12-17 17:32:50,2009,2009,1772-5836,
False,"['0.shs', '1.shs.archi']",['The future of houses'],Archnet-IJAR International Journal of Architectural Research,,,"['Gabriel Rodriguez', 'Daniel Siret']",halshs-00568180,notice,ART,True,,2011-02-22 17:40:14,2009-03,2009,,
False,"['0.shs', '1.shs.archi']","['De sonishe ervaring. Een gids van alledaagse geluiden (geselecteerde passages) / Sonic Experience, A Guide to Everydays Sounds (selected excerpts)']",OASE Tidschrift voor architectuur / Journal for Architecture,,,"['Jean-François Augoyard', 'Henry Torgue']",hal-00980729,notice,ART,False,,2014-04-18 16:41:32,2009-06,2009,,
False,"['0.shs', '1.shs.archi']","[""De l'architecture événement à l'événement ordinaire : du tremblement de terre du Belice à la réalité de Gibellina Nuova""]",Cahiers thématiques,École nationale supérieure d’architecture et de paysage de Lille,,['Anna Juan Cantavella'],hal-00978332,notice,ART,False,,2014-04-14 09:54:54,2009,2009,1625-9505,
False,"['0.shs', '1.shs.archi']",['Aménagement paysager des espaces et cheminements publics de la partie sud du métro M2 à Lausanne'],"Locus Territoires, gpA [Lausanne]",,,"['Pascal Amphoux', 'Christoph Hüsler']",hal-00995554,notice,ART,False,,2014-05-23 12:26:59,2009,2009,,
True,"['0.shs', '1.shs.archi']","[""Au seuil de l'intimité""]",VISO,,,['Pascal Amphoux'],hal-00995550,file,ART,False,,2017-07-21 10:45:32,2009,2009,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['Les villes ont-elles une couleur sonore ?'],La Géographie : terre des Hommes,Société de géographie,,['Jean-François Augoyard'],hal-00995559,file,ART,False,,2019-06-12 10:17:08,2009-06,2009,1964-9002,
False,"['0.shs', '1.shs.archi']","['Les chorégraphies urbaines des piétons parisiens : entre règles spatiales et règles sociales', 'The urban choreographies of the Parisian pedestrians, between spatial rules and social rules']",Géographie et cultures,L'Harmattan,2267-6759,['Olivia Germon'],hal-00978331,notice,ART,False,,2014-04-14 09:54:53,2009,2009,1165-0354,
False,"['0.shs', '1.shs.archi']","[""Couleur et transparence : compte-rendu des Rencards de l'Acétylène, 7ème édition""]",La lettre de l'ACE,,,['Sandra Fiori'],hal-00995563,notice,ART,False,,2014-05-23 12:27:11,2009,2009,,
True,"['0.shs', '1.shs.archi']","[""La notion de motif, un outil d'analyse et de projétation des rapports entre urbanisation et naturation dans les territoires suburbains""]",Les cahiers de l'ASPAN,,,['Pascal Amphoux'],hal-00995552,file,ART,False,,2017-06-19 14:20:22,2009-04,2009,,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['Itinéraire de Jean Bricard'],Fusées,,,"['Jean-Yves Petiteau', 'Sandrine Bridier']",hal-00980740,notice,ART,False,,2014-04-18 16:42:11,2009-02,2009,,
True,"['0.shs', '1.shs.archi']","[""L'innovation architecturale n'est pas toujours là où on l'attend""]",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Pascal Amphoux'],hal-00995551,file,ART,False,,2017-06-19 14:26:28,2009,2009,0765-5991,
False,,"[""Libérez les sciences sociales avant qu'elles n'étouffent ! Enquête sur le libre-savoir scientifique""]",EspacesTemps.net,Association Espaces Temps.net,,['Marc Dumont'],halshs-00623175,notice,ART,False,,2011-09-13 16:45:04,2009-09,2009,1777-5477,
True,"['0.shs', '1.shs.archi']","['Je - tu- il, la marche aux trois personnes']",Urbanisme,Publications d'architecture et d'urbanisme,,['Jean-Paul Thibaud'],halshs-00502589,file,ART,False,,2010-07-15 12:19:16,2008-03-01,2008,1240-0874,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.socio']","[""Rigidité et souplesse de l'ordre de l'interaction chez Erving Goffman""]",Klesis - Revue philosophique,Klesis,,['Céline Bonicco-Donato'],hal-01542934,file,ART,True,,2017-06-20 11:55:48,2008,2008,1954-3050,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['Integration of immersive walking to analyze urban daylighting ambiences'],Journal of Urban Design,Taylor & Francis (Routledge),1469-9664,"['Souha Tahrani', 'Guillaume Moreau']",hal-00285945,notice,ART,False,,2008-06-06 16:21:53,2008,2008,1357-4809,
True,"['0.shs', '1.shs.archi']","[""Figures spatiales émergentes : la ville aux frontières de l'impensé""]",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,"['Steven Melemis', 'Damien Masson', 'Naïm Aït-Sidhoum']",halshs-00605292,file,ART,True,,2013-12-18 15:49:11,2008,2008,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['Typische Atmosphären städtischer Plätze. Auf dem Weg zu einer anwendungsorientierten Atmosphärenforschung'],Die Alte Stadt,,,['Rainer Kazig'],hal-00978333,notice,ART,True,,2014-04-14 09:54:55,2008,2008,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.litt']","[""POUR UNE APPROCHE SENSIBLE DE L'ARCHITECTURE, LE ROMAN NATURALISTE""]",Equinoxes,,,"['Céline Drozd', 'Daniel Siret', 'Christian Marenne']",halshs-00418333,file,ART,True,,2009-09-18 17:37:00,2008,2008,,
True,"['0.shs', '1.shs.archi']","[""La construction des atmosphères quotidiennes : l'ordinaire de la culture""]",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Jean-François Augoyard'],hal-00995558,file,ART,False,,2019-06-12 10:11:28,2008,2008,0765-5991,
True,"['0.shs', '1.shs.archi']",['A ambiência : trilhando caminho para uma perspectiva internacional'],"RUA (Campinas, Brésil)",,,['Jean-Paul Thibaud'],hal-00980743,file,ART,False,,2017-07-11 10:11:55,2008,2008,,
False,"['0.shs', '1.shs.archi']","[""Les voix d'un paysage : Riez""]",Verdons,,,['Patrick Romieu'],hal-00995569,notice,ART,False,,2014-05-23 12:27:17,2008,2008,,
False,"['0.shs', '1.shs.archi']","[""L'invité""]",Urbanisme,Publications d'architecture et d'urbanisme,,"['Jean-François Augoyard', 'Thierry Paquot Paquot']",hal-00980728,notice,ART,False,,2014-04-18 16:41:31,2008,2008,1240-0874,
True,"['0.shs', '1.shs.archi']",['Aux écoutes de la fenêtre'],Patrimoine et architecture : République et Canton de Genève,,,['Pascal Amphoux'],hal-00995549,file,ART,False,,2017-07-21 10:55:11,2008-05,2008,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.socio']",['« Les cultures visuelles des auditeurs-baladeurs »'],Lieux communs,,,['Anthony Pecqueux'],halshs-00450039,file,ART,True,,2010-01-25 10:23:34,2008,2008,,
True,"['0.shs', '1.shs.archi']","[""L'usage des ambiances""]",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Nicolas Tixier'],hal-00995572,file,ART,True,,2017-05-19 19:36:47,2007,2007,0765-5991,
True,"['0.shs', '1.shs.archi']",['La ville charnelle'],Cosmopolitiques,,,['Rachel Thomas'],halshs-00596769,file,ART,True,,2011-06-06 10:26:07,2007,2007,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']",['La marche en ville'],Espace Geographique,Éditions Belin,1776-2936,['Rachel Thomas'],halshs-00388489,file,ART,True,,2009-05-26 17:36:22,2007-01-01,2007,0046-2497,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.geo']","[""Les arts de la rue pour observer, comprendre et aménager l'espace public""]",Travaux de l'Institut de Géographie de Reims. Dossier ' Art et espace ',,,['Catherine Aventin'],halshs-00068117,file,ART,True,,2007-02-26 14:18:36,2007,2007,,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.socio']","[""Une critique d'explication par les causes finales : l'anticontractualisme de Hume. Une histoire naturelle du politique""]",Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie,Cambridge University Press,1759-0949,['Céline Bonicco-Donato'],hal-01525429,file,ART,True,10.1017/S0012217300002158,2017-05-20 15:45:56,2007,2007,0012-2173,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","[""La fabrique de la rue en marche. Essai sur l'altération des ambiances urbaines""]",Flux - Cahiers scientifiques internationaux Réseaux et territoires,Metropolis / Université Paris-Est Marne la Vallée,1958-9557,['Jean-Paul Thibaud'],hal-00978341,file,ART,False,,2017-07-11 10:16:20,2007,2007,1154-2721,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","['La conception des ambiances. Concepteurs sonores, figures professionnelles émergentes des ambiances architecturales et urbaines']",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,"['Cécile Regnault', 'Sandra Fiori']",hal-00995567,notice,ART,False,,2014-05-23 12:27:15,2007,2007,0765-5991,
True,"['0.shs', '1.shs.archi']",['A comme Ambiance (s)'],Cahiers de la recherche architecturale et urbaine,,,['Jean-François Augoyard'],hal-00978318,file,ART,False,,2019-06-12 10:03:49,2007,2007,,
False,"['0.shs', '1.shs.archi']","['La città suonante, dalla teoria alla pratica. Percezione ed elaborazione del suono per la progettazione urbana = Die klingende Stadt, die Wahrnehmung und Gestaltung der Klänge in der Stadtplanung']",Atlas : rivista quadrimestriale dell'Istituto nazionale di urbanistica Alto Adige,,,['Pascal Amphoux'],hal-00995546,notice,ART,False,,2014-05-23 12:26:52,2007,2007,,
True,"['0.shs', '1.shs.archi']","[""Trois attentes dans l'espace suburbain"", 'Drie vormen van onbestemdheid in de subtedelijke ruimke', 'Three kinds of wait in suburan space']",BrU Planning a Capital : revue quadriennale bruxelloise de l'aménagement du territoire,,,['Pascal Amphoux'],hal-00995547,file,ART,False,,2017-06-19 14:33:11,2007,2007,,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","[""L'ambiance, chemin faisant. Vers une perspective internationale""]",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Jean-Paul Thibaud'],hal-00995571,notice,ART,False,,2014-05-23 12:27:18,2007,2007,0765-5991,
False,"['0.shs', '1.shs.archi']","['Note de lecture de Richard, Klein, Rob Mallet-Stevens. La villa Cavrois']",Cahiers de la recherche architecturale et urbaine,,,['Steven Melemis'],hal-00978338,notice,ART,False,,2014-04-14 09:55:01,2007,2007,,
True,"['0.shs', '1.shs.archi']","[""L'espace sonore de la ville au XIXème siècle""]",Rue Descartes,Presses Universitaires de France,2102-5819,['Olivier Balaÿ'],hal-00978320,file,ART,False,,2019-03-26 16:34:09,2007,2007,1144-0821,
True,"['0.shs', '1.shs.archi']",['Comparing sky shape skeletons for the analysis of visual dynamics along routes'],Environment and Planning B: Planning and Design,SAGE Publications,1472-3417,"['François Sarradin', 'Daniel Siret', 'Michel Couprie', 'Jacques Teller']",hal-00285927,file,ART,True,10.1068/b32143,2021-04-06 09:50:56,2007,2007,0265-8135,http://creativecommons.org/licenses/by-nc/
True,"['0.shs', '1.shs.archi']","[""Les arts de la rue ou comment l'espace public prend corps""]",Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Catherine Aventin'],halshs-00087639,file,ART,True,,2006-07-26 10:07:42,2006,2006,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","[""Développement et mise en œuvre d'un SIG 3D environnemental urbain""]",Revue Internationale de Géomatique,Lavoisier,2116-7060,"['Daniel Siret', 'Marjorie Musy', 'Fabien Ramos', 'Dominique Groleau', 'Pascal Joanne']",halshs-00572944,notice,ART,True,,2011-03-02 15:17:03,2006,2006,1260-5875,
True,"['0.shs', '1.shs.archi']","[""L'aménagement des territoires et les professionnels de la maîtrise d'oeuvre""]",Cahiers thématiques,École nationale supérieure d’architecture et de paysage de Lille,,['Pascal Amphoux'],hal-00974805,file,ART,False,,2017-06-19 14:38:28,2006,2006,1625-9505,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","[""La Saint-Blaise a-t-elle un secret ? Place des conduites sonores dans l'engendrement festif""]",Verdons,,,['Patrick Romieu'],hal-00995568,notice,ART,False,,2014-05-23 12:27:16,2006,2006,,
False,"['0.shs', '1.shs.archi']",['Matériel spécifique : faire progresser la réflexion'],La lettre de l'ACE,,,"['Sandra Fiori', 'Isabelle Arnaud']",hal-00995564,notice,ART,False,,2014-05-23 12:27:12,2006,2006,,
True,"['0.shs', '1.shs.archi']",['Trois silences odorants'],Local contemporain,Le Bec en l'air,,['Suzel Balez'],halshs-00596748,file,ART,False,,2020-01-30 15:42:58,2006,2006,1957-505X,
True,"['0.shs', '1.shs.archi']","['Une ""Expertise Ambiance"" est-elle possible ? Réserves, propositions et plaidoyer']",Cahiers RAMAU,Éditions de la Villette,,['Pascal Amphoux'],hal-00980727,file,ART,False,,2017-06-19 17:01:49,2006,2006,1623-1333,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","[""De l'écoute de l'hôpital à sa gestion sonore""]",Soins gérontologiques,,,['Martine Leroux'],hal-00995565,notice,ART,False,,2014-05-23 12:27:13,2006,2006,,
False,"['0.spi', '1.spi.meca', '2.spi.meca.ther']",['Modeling the influence of vegetation and water pond on urban microclimate'],Solar Energy,Elsevier,1471-1257,"['Robitu Mirela', 'Musy Marjorie', 'Inard Christian', 'Groleau Dominique']",hal-00285896,notice,ART,False,,2008-06-06 15:34:32,2006,2006,0038-092X,
True,"['0.shs', '1.shs.archi']",['La transformation auditive de la ville au XIXe siècle'],"Les Cahiers de l'IPRAUS : architecture, urbanistique, société",Ipraus : Ed. Recherches,,['Olivier Balaÿ'],hal-00995561,file,ART,False,,2019-03-26 17:03:33,2006,2006,1285-6495,
True,"['0.phys', '1.phys.phys', '2.phys.phys.phys-ao-ph']",['The urban boundary-layer field campaign in Marseille (UBL/CLU-ESCOMPTE): set-up and first results'],Boundary-Layer Meteorology,Springer Verlag,1573-1472,"['P. G. Mestayer', 'P. Durand', 'P. Augustin', 'Sophie Bastin', 'J.-M. Bonnefond', 'B. Bénech', 'Bernard Campistron', 'A. Coppalle', 'H. Delbarre', 'B. Dousset', 'Philippe Drobinski', 'A. Druilhet', 'E. Fréjafon', 'C. S. B. Grimmond', 'M. Irvine', 'C. Kergomard', 'S. Kermadi', 'J.-P. Lagouarde', 'Aude Lemonsu', 'F. Lohou', 'Nathalie Long', 'V. Masson', 'C. Moppert', 'J. Noilhan', 'B. Offerle', 'Dominique Groleau', 'T. R. Oke', 'G. Pigeon', 'V. Puygrenier', 'S. Roberts', 'J.-M. Rosant', 'F. Sanïd', 'J. Salmond', 'M. Talbaut', 'J. Voogt']",hal-00111637,file,ART,False,10.1007/s10546-004-9241-4,2021-05-21 21:59:30,2005,2005,0006-8314,http://creativecommons.org/licenses/by/
False,,['Dense stereo correspondence using quarters of wavelets transform'],International Journal of Pattern Recognition and Artificial Intelligence,World Scientific Publishing,0218-0014,"['Sébastien Regis', 'Andrei Doncescu', 'Philippe Fuchs', 'Guillaume Moreau']",hal-00605233,notice,ART,True,,2011-06-30 22:37:34,2005-02,2005,0218-0014,
False,"['0.spi', '1.spi.meca', '2.spi.meca.ther']",['Building Zonal Thermal and Airflow Modelling – A Review'],International journal of ventilation,VEETECH,2044-4044,"['Megri Ahmed C', 'Snyder Marc', 'Marjorie Musy']",hal-00285890,notice,ART,True,,2008-06-06 15:23:40,2005,2005,1473-3315,
True,"['0.spi', '1.spi.acou', '0.phys', '1.phys.phys', '0.shs', '1.shs.archi']",['The acoustical influence of balcony depth and parapet form: Experiments and simulations'],Applied Acoustics,Elsevier,,"['H Hossam Eldien', 'Philippe Woloszyn']",hal-01555283,file,ART,True,10.1016/j.apacoust.2004.09.004,2017-07-03 22:30:00,2005-05,2005,0003-682X,
True,"['0.shs', '1.shs.archi']","[""La clarté de l'audible dans l'espace architectural et urbain""]",Voir (barré),Centre de recherche sur les aspects culturels de la vision,,['Olivier Balaÿ'],hal-00980732,file,ART,False,,2019-06-24 09:34:00,2005,2005,0777-1266,
True,"['0.shs', '1.shs.archi']","[""La réception des spectacles de rue : pratiques et perceptions de l'espace""]",Carnets de bord : revue de jeunes chercheurs en sciences humaines,,,['Catherine Aventin'],hal-00980730,file,ART,False,,2017-09-18 17:34:26,2005,2005,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","[""Approche écologique de kinesthèses sonores : expérimentation d'un prototype d'abri public et ergonomie acoustique""]",Acoustique et Techniques,,,['Grégoire Chelkoff'],hal-00980735,file,ART,False,,2015-06-25 11:38:12,2005,2005,,http://creativecommons.org/licenses/by-nc-nd/
